province;red;green;blue;x;x
5433;100;200;227;BeyondTypus514
5434;100;200;27;BeyondTypus515
5435;100;200;101;BeyondTypus516
5436;100;200;177;BeyondTypus517
5437;100;200;51;BeyondTypus518
5438;100;200;127;BeyondTypus519
5439;100;200;201;BeyondTypus520
5440;200;100;1;BeyondTypus521
5441;200;100;77;BeyondTypus522
5442;200;100;151;BeyondTypus523
5443;200;100;227;BeyondTypus524
5444;200;100;27;BeyondTypus525
5445;200;100;101;BeyondTypus526
5446;200;100;177;BeyondTypus527
5447;200;100;51;BeyondTypus528
5448;200;100;127;BeyondTypus529
5449;200;100;201;BeyondTypus530
5450;250;89;89;BeyondTypus531
5451;250;94;94;BeyondTypus532
